,keyword,title,summary,date,href
187, ИИ ,Пощенска банка с две награди от конкурса на Българската асоциация на рекламодателите – 2022,В София се състоя седмото издание на BAAwards 2022 – престижните награди за изключителни постижения в маркетинговите комуникации на Българската асоциация на рекламодателите (БАР),8 април 2022,https://mediacenter.postbank.bg/%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d1%81-%d0%b4%d0%b2%d0%b5-%d0%bd%d0%b0%d0%b3%d1%80%d0%b0%d0%b4%d0%b8-%d0%be%d1%82-%d0%ba%d0%be%d0%bd%d0%ba%d1%83%d1%80-2/
188, ИИ ,Пощенска банка спечели две международни награди за своите дигитални иновации,Финансовата институция отчита 50% ръст на преводите през мобилното си банкиране m-Postbank на годишна база. ,24 януари 2022,https://mediacenter.postbank.bg/12760/
189, ИИ ,С 21% са се увеличили исканията за ипотечни кредити в Пощенска банка през 2021 година,"Имотният пазар ще продължи да се развива с балансирано темпо, прогнозира Румен Радушев, мениджър сектор “Банкиране на дребно“ по време на Residential forum 2022",9 юни 2022,https://mediacenter.postbank.bg/%d1%81-21-%d1%81%d0%b0-%d1%81%d0%b5-%d1%83%d0%b2%d0%b5%d0%bb%d0%b8%d1%87%d0%b8%d0%bb%d0%b8-%d0%b8%d1%81%d0%ba%d0%b0%d0%bd%d0%b8%d1%8f%d1%82%d0%b0-%d0%b7%d0%b0-%d0%b8%d0%bf%d0%be%d1%82%d0%b5%d1%87/
190, ИИ ,С 21% са се увеличили исканията за ипотечни кредити в Пощенска банка през 2021 година,"Имотният пазар ще продължи да се развива с балансирано темпо, прогнозира Румен Радушев, мениджър сектор “Банкиране на дребно“ по време на Residential forum 2022",9 юни 2022,https://mediacenter.postbank.bg/%d1%81-21-%d1%81%d0%b0-%d1%81%d0%b5-%d1%83%d0%b2%d0%b5%d0%bb%d0%b8%d1%87%d0%b8%d0%bb%d0%b8-%d0%b8%d1%81%d0%ba%d0%b0%d0%bd%d0%b8%d1%8f%d1%82%d0%b0-%d0%b7%d0%b0-%d0%b8%d0%bf%d0%be%d1%82%d0%b5%d1%87-2/
191, ИИ ,Сериозните ресурси и широката клиентска база на Пощенска банка са предпоставки за успешна колаборация с високотехнологичните компании,"Николай Лазаров, началник управление “Продажби Индивидуални клиенти“ и Борислав Диков, началник отдел “Дигитално банкиране“ в Пощенска банка, взеха участие в конференция на тема „Дигитализация и киберсигурност“, организирана от в. „Банкер“",7 юни 2022,https://mediacenter.postbank.bg/%d1%81%d0%b5%d1%80%d0%b8%d0%be%d0%b7%d0%bd%d0%b8%d1%82%d0%b5-%d1%80%d0%b5%d1%81%d1%83%d1%80%d1%81%d0%b8-%d0%b8-%d1%88%d0%b8%d1%80%d0%be%d0%ba%d0%b0%d1%82%d0%b0-%d0%ba%d0%bb%d0%b8%d0%b5%d0%bd%d1%82/
192, ИИ ,Сериозните ресурси и широката клиентска база на Пощенска банка са предпоставки за успешна колаборация с високотехнологичните компании,"Николай Лазаров, началник управление “Продажби Индивидуални клиенти“ и Борислав Диков, началник отдел “Дигитално банкиране“ в Пощенска банка, взеха участие в конференция на тема „Дигитализация и киберсигурност“, организирана от в. „Банкер“",7 юни 2022,https://mediacenter.postbank.bg/%d1%81%d0%b5%d1%80%d0%b8%d0%be%d0%b7%d0%bd%d0%b8%d1%82%d0%b5-%d1%80%d0%b5%d1%81%d1%83%d1%80%d1%81%d0%b8-%d0%b8-%d1%88%d0%b8%d1%80%d0%be%d0%ba%d0%b0%d1%82%d0%b0-%d0%ba%d0%bb%d0%b8%d0%b5%d0%bd%d1%82-2/
193, ИИ ,Социален експеримент на Пощенска банка и УНИЦЕФ,"Уникален социален експеримент, който цели да проследи чувствителността на обществото ни към нуждите на малките деца, се проведе тези дни в столицата. ",24 август 2015,https://mediacenter.postbank.bg/%d1%81%d0%be%d1%86%d0%b8%d0%b0%d0%bb%d0%b5%d0%bd-%d0%b5%d0%ba%d1%81%d0%bf%d0%b5%d1%80%d0%b8%d0%bc%d0%b5%d0%bd%d1%82-%d0%bd%d0%b0-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd-2/
194, ИИ ,Стартира стажантската програма на Пощенска банка,Стажът дава възможност на талантливи млади хора да натрупат знания и опит във водеща финансова институция.,17 май 2021,https://mediacenter.postbank.bg/%d1%81%d1%82%d0%b0%d1%80%d1%82%d0%b8%d1%80%d0%b0-%d1%81%d1%82%d0%b0%d0%b6%d0%b0%d0%bd%d1%82%d1%81%d0%ba%d0%b0%d1%82%d0%b0-%d0%bf%d1%80%d0%be%d0%b3%d1%80%d0%b0%d0%bc%d0%b0-%d0%bd%d0%b0-%d0%bf%d0%be/
195, ИИ ,Стартира стажантската програма на Пощенска банка,Стажът дава възможност на талантливи млади хора да натрупат знания и опит във водеща финансова институция.,17 май 2021,https://mediacenter.postbank.bg/%d1%81%d1%82%d0%b0%d1%80%d1%82%d0%b8%d1%80%d0%b0-%d1%81%d1%82%d0%b0%d0%b6%d0%b0%d0%bd%d1%82%d1%81%d0%ba%d0%b0%d1%82%d0%b0-%d0%bf%d1%80%d0%be%d0%b3%d1%80%d0%b0%d0%bc%d0%b0-%d0%bd%d0%b0-%d0%bf%d0%be-2/
196, ИИ ,NA,"Пощенска банка и УНИЦЕФ стартираха съвместен проект “Най-добър старт за всяко дете” С медийната подкрепа на: В края на 2013 г. Пощенска банка и УНИЦЕФ стартираха съвместен проект “Най-добър старт за всяко дете”. Стратегическото партньорство подпомага проекта на УНИЦЕФ за развиване на мрежа от Центрове за майчино и детско здраве, които да подкрепят семействата в
16 декември 2013
Научете повече",16 декември 2013,https://mediacenter.postbank.bg/%d1%83%d0%bd%d0%b8%d1%86%d0%b5%d1%84/
197, ИИ ,Филип Попов на #NEXT DIFI 2022: В Пощенска банка осигуряваме персонализирано клиентско преживяване с фокус върху взаимоотношенията с нашите клиенти,Водещият финансов форум се реализира с подкрепата на Пощенска банка,13 октомври 2022,https://mediacenter.postbank.bg/%d1%84%d0%b8%d0%bb%d0%b8%d0%bf-%d0%bf%d0%be%d0%bf%d0%be%d0%b2-%d0%bd%d0%b0-next-difi-2022-%d0%b2-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%be%d1%81%d0%b8/
198, ИИ ,Филип Попов на #NEXT DIFI 2022: В Пощенска банка осигуряваме персонализирано клиентско преживяване с фокус върху взаимоотношенията с нашите клиенти,Водещият финансов форум се реализира с подкрепата на Пощенска банка,13 октомври 2022,https://mediacenter.postbank.bg/%d1%84%d0%b8%d0%bb%d0%b8%d0%bf-%d0%bf%d0%be%d0%bf%d0%be%d0%b2-%d0%bd%d0%b0-next-difi-2022-%d0%b2-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%be%d1%81%d0%b8-2/
199, ИИ ,Четири компании са отличени в програмата за растеж на Ендевър – Dare to Scale 2022,"Печелившите са Sofia Electric Brewing, Appolica, C4 Nexus и Swipe.bg",14 декември 2022,https://mediacenter.postbank.bg/%d1%87%d0%b5%d1%82%d0%b8%d1%80%d0%b8-%d0%ba%d0%be%d0%bc%d0%bf%d0%b0%d0%bd%d0%b8%d0%b8-%d1%81%d0%b0-%d0%be%d1%82%d0%bb%d0%b8%d1%87%d0%b5%d0%bd%d0%b8-%d0%b2-%d0%bf%d1%80%d0%be%d0%b3%d1%80%d0%b0%d0%bc/
200, ИИ ,Четири компании са отличени в програмата за растеж на Ендевър – Dare to Scale 2022,"Печелившите са Sofia Electric Brewing, Appolica, C4 Nexus и Swipe.bg",14 декември 2022,https://mediacenter.postbank.bg/%d1%87%d0%b5%d1%82%d0%b8%d1%80%d0%b8-%d0%ba%d0%be%d0%bc%d0%bf%d0%b0%d0%bd%d0%b8%d0%b8-%d1%81%d0%b0-%d0%be%d1%82%d0%bb%d0%b8%d1%87%d0%b5%d0%bd%d0%b8-%d0%b2-%d0%bf%d1%80%d0%be%d0%b3%d1%80%d0%b0%d0%bc-2/
201, ИИ ,Шефът на борсата разпуска с гмуркане,Изпълнителният директор на Пощенска банка Асен Ягодин мечтае за рифовете на Австралия.,29 януари 2010,https://mediacenter.postbank.bg/%d1%88%d0%b5%d1%84%d1%8a%d1%82-%d0%bd%d0%b0-%d0%b1%d0%be%d1%80%d1%81%d0%b0%d1%82%d0%b0-%d1%80%d0%b0%d0%b7%d0%bf%d1%83%d1%81%d0%ba%d0%b0-%d1%81-%d0%b3%d0%bc%d1%83%d1%80%d0%ba%d0%b0%d0%bd%d0%b5-2/
202, ИИ ,“30 под 30″ представи списание Forbes Bulgaria,"Списание Forbes представи годишната си селекция от талантливи млади българи под 30 години по време на Форум “30 под 30″, който се проведе на 30 септември в София.",1 октомври 2017,https://mediacenter.postbank.bg/30-%d0%bf%d0%be%d0%b4-30-%d0%bf%d1%80%d0%b5%d0%b4%d1%81%d1%82%d0%b0%d0%b2%d0%b8-%d1%81%d0%bf%d0%b8%d1%81%d0%b0%d0%bd%d0%b8%d0%b5-forbes-bulgaria/
203, ИИ ,“Frudada”: участник в уникалната програма за растеж Dare to Scale,"“Яж сока” или как родна фирма откри начин да пакетира плодово-зеленчуково смути. “Frudada”, е създадена преди 3 години и в момента в нея работят 13-14 човека. Малките стъклени бутилки с надпис “Frudada” се появяват все по-често в магазините за здравословни храни, но и в хладилните витрини на големи супермаркети.",20 септември 2019,https://mediacenter.postbank.bg/%d1%8f%d0%b6-%d1%81%d0%be%d0%ba%d0%b0-%d0%b8%d0%bb%d0%b8-%d0%ba%d0%b0%d0%ba-%d1%80%d0%be%d0%b4%d0%bd%d0%b0-%d1%84%d0%b8%d1%80%d0%bc%d0%b0-%d0%be%d1%82%d0%ba%d1%80%d0%b8-%d0%bd%d0%b0/
204, ИИ ,“Банкер на годината”,"За успешния мениджмънт и съхраненото доверие на клиентите бе отличена г-жа Петя Димитрова, главен изпълнителен директор и председател на УС на Пощенска банка.",6 декември 2017,https://mediacenter.postbank.bg/%d0%b1%d0%b0%d0%bd%d0%ba%d0%b5%d1%80-%d0%bd%d0%b0-%d0%b3%d0%be%d0%b4%d0%b8%d0%bd%d0%b0%d1%82%d0%b0/
205, ИИ ,“Банките и бизнесът”,Г-жа Петя Димитрова беше един от основните лектори в панела “Пазарни и регулаторни предизвикателства пред банките през 2018 г.”. ,28 ноември 2017,https://mediacenter.postbank.bg/%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8%d1%82%d0%b5-%d0%b8-%d0%b1%d0%b8%d0%b7%d0%bd%d0%b5%d1%81%d1%8a%d1%82/
