,keyword,title,date,href
67,big data,https://www.ubb.bg/en/news/view/raiffeisen-bank-international-posts-highest-profit-tax-start-financial-crisis,29 March 2012,https://www.ubb.bg/en/news/view/raiffeisen-bank-international-posts-highest-profit-tax-start-financial-crisis
68,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-launches-free-internet-banking-private-individuals-and-companies-using-most-contemporary-security-system,30 June 2006,https://www.ubb.bg/en/news/view/raiffeisenbank-launches-free-internet-banking-private-individuals-and-companies-using-most-contemporary-security-system
69,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-moderate-economic-growth-09-cent-year-year-q3-rate-first-half-year-maintained,13 Decempber 2012,https://www.ubb.bg/en/news/view/raiffeisenbank-moderate-economic-growth-09-cent-year-year-q3-rate-first-half-year-maintained
70,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-increase-import-implies-domestic-demand-growth-q4-2012-too,11 January 2013,https://www.ubb.bg/en/news/view/raiffeisenbank-increase-import-implies-domestic-demand-growth-q4-2012-too
71,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-share-bad-loans-decreases-mainly-due-writing-loans,11 February 2013,https://www.ubb.bg/en/news/view/raiffeisenbank-share-bad-loans-decreases-mainly-due-writing-loans
72,big data,https://www.ubb.bg/en/news/view/diverging-economic-and-monetary-policy-developments-both-sides-atlantic-ocean,25 September 2014,https://www.ubb.bg/en/news/view/diverging-economic-and-monetary-policy-developments-both-sides-atlantic-ocean
73,big data,https://www.ubb.bg/en/news/view/Monthly-economic-analysis-comments-0914,07 October 2014,https://www.ubb.bg/en/news/view/Monthly-economic-analysis-comments-0914
74,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-real-gdp-growth-beyond-expectations,26 March 2015,https://www.ubb.bg/en/news/view/raiffeisenbank-real-gdp-growth-beyond-expectations
75,big data,https://www.ubb.bg/en/news/view/kbc-completes-acquisition-raiffeisen-bank-internationals-bulgarian-operations,07 July 2022,https://www.ubb.bg/en/news/view/kbc-completes-acquisition-raiffeisen-bank-internationals-bulgarian-operations
76,big data,https://www.ubb.bg/en/news/view/vseki-peti-balgarin-v-aktivna-vazrast-izpolzva-obb-mobayl,13 October 2023,https://www.ubb.bg/en/news/view/vseki-peti-balgarin-v-aktivna-vazrast-izpolzva-obb-mobayl
77,big data,https://www.ubb.bg/en/news/view/18-godishnoto-partniorstvo-mejdu-OBB-i-Praznici-na-izkustvata-Apolonija-prodyljava-i-dnes,02 August 2012,https://www.ubb.bg/en/news/view/18-godishnoto-partniorstvo-mejdu-OBB-i-Praznici-na-izkustvata-Apolonija-prodyljava-i-dnes
78,big data,https://www.ubb.bg/en/news/view/Fotografija-na-Elena-Dikova-specheli-konkursa-Mojata-Apolonija,31 August 2012,https://www.ubb.bg/en/news/view/Fotografija-na-Elena-Dikova-specheli-konkursa-Mojata-Apolonija
79,big data,https://www.ubb.bg/en/news/view/Prikluchi-igrata-101-nagradi-ot-OBB,16 February 2015,https://www.ubb.bg/en/news/view/Prikluchi-igrata-101-nagradi-ot-OBB
80,big data,https://www.ubb.bg/en/news/view/obb-stypva-na-pazara-na-bezkontaktni-plashtanija,15 April 2015,https://www.ubb.bg/en/news/view/obb-stypva-na-pazara-na-bezkontaktni-plashtanija
81,big data,https://www.ubb.bg/en/news/view/oshte-bonusi-pri-pokupki-s-kreditni-karti-veche-i-v-drogerii-lilly,24 July 2015,https://www.ubb.bg/en/news/view/oshte-bonusi-pri-pokupki-s-kreditni-karti-veche-i-v-drogerii-lilly
82,big data,https://www.ubb.bg/en/news/view/pritejatelite-na-kreditni-karti-viza-ot-obb-s-vyzmojnost-da-specheljat-specialni-podaryci-ot-bankata,04 September 2015,https://www.ubb.bg/en/news/view/pritejatelite-na-kreditni-karti-viza-ot-obb-s-vyzmojnost-da-specheljat-specialni-podaryci-ot-bankata
83,big data,https://www.ubb.bg/en/news/view/obb-i-nacionalnijat-prirodonauchen-muzej-s-nova-obrazovatelna-igra-posvetena-na-rastitelnija-svjat-na-bylgarija,17 November 2015,https://www.ubb.bg/en/news/view/obb-i-nacionalnijat-prirodonauchen-muzej-s-nova-obrazovatelna-igra-posvetena-na-rastitelnija-svjat-na-bylgarija
84,big data,https://www.ubb.bg/en/news/view/dnes-bnb-predstavi-nova-razmenna-moneta-s-nominalna-stojnost-2-leva-emisija-2015-g,26 November 2015,https://www.ubb.bg/en/news/view/dnes-bnb-predstavi-nova-razmenna-moneta-s-nominalna-stojnost-2-leva-emisija-2015-g
85,big data,https://www.ubb.bg/en/news/view/upay-razdava-32-tableta-na-platilite-bitovite-si-smetki-prez-platejnija-portal,07 Decempber 2015,https://www.ubb.bg/en/news/view/upay-razdava-32-tableta-na-platilite-bitovite-si-smetki-prez-platejnija-portal
